name,rating,price,reviews,Manufacturer,ASIN
Cosmus Sun 38 Liters Indigo+P Green Water Resistant School/College Backpack,4.3 out of 5 stars,"1,931",2,‎B07XY7BRFJ
Killer Holden 2 compartment stylish designer Laptop Backpack,4.2 out of 5 stars,"2,535",481,‎B07DGT86QF
Szeentp DEEMOM Polyester 15 L Blue School Bag with Laptop Compartment (Black),3.8 out of 5 stars,370,82
Wildcraft 35 Ltrs Black and Mel Backpack (WC 5 Dare),4.5 out of 5 stars,"1,694","1,362",‎Wildcraft,‎B06XD713N9
Storite Women's Lightweight Foldable Rexine Travel Handbag Storage Carrying Bag (50 x 20x 38 cm) Off White,4.0 out of 5 stars,499,859,‎SaiTechITPrivateLimited,‎B07GB9PKXB
"AirCase Laptop Bag Backpack Case Pouch for 13-Inch, 14-Inch, 15.6-InchLaptop Backpack for Men & Women,(Blue)",4.0 out of 5 stars,"1,770",19
ASTIR COLLEEN Women's Sling Bag,4.1 out of 5 stars,297,920,"‎MakerStuffIndiaPrivateLimited,Gurgaon,Haryana",‎B08KZC1NNH
Japsbag Office Laptop Backpack for Men and Women |Casual bagack | School and College Bags in| 34 Litrs | Black | 3001,4.1 out of 5 stars,719,885,"‎Japsbag,Japsbag",‎B082853V5S
"POLESTAR Radiance 32 L Casual/ School/ Day Backpack with 15.6"" laptop compartment, suitable for boys, girls & kids, stylish & durable, 1 year warranty",4.3 out of 5 stars,829,24,‎B09XTPH74D
Blue Tree 32L Durable Waterproof Laptop Backpack/Travelling Backpack for Men & Women School and College Students Lightweight Bag in 18 inches,4.1 out of 5 stars,599,71,"‎VancouverStore,Vancouver.store013@ggmail.com",‎B08SFJT729
GreenLands By SG ZIGGY Polyester Backpack,3.9 out of 5 stars,"1,755",12,"‎SG,SanspareilsGreenlandsPvt.Ltd.1250,GagolRoadOpp.Airport.,Meerut,250103,Contact-1800180123,Customersupport@teamsg.in",‎B08MKTFXP7
"Storite PU Leather 14 inch Laptop Messenger Organizer Bag/Shoulder Sling Office Bag for Men & Women – (37x 27x7 cm,Light Brown)",4.0 out of 5 stars,999,"1,374"
Multipurpose Backpack Bag - Cosmus Madison Royal Blue 33L Waterproof Bag with Laptop Compartment + Rain Cover with Pouch,5.0 out of 5 stars,"1,595",1,‎Cosmus,‎B07NPL6V8S
Budh Premium Vegan Laptop Bag,5.0 out of 5 stars,"4,350",1,‎SamruddhiEnterprises,‎B07S2KQKX7
"Pigeon Breast Milk Storage Bag,Secure Seal & easy Storage,Hygienic Breast Milk Storage,Leak Proof,Zipper Zeal Breast Milk Storage,5 pcs",4.3 out of 5 stars,131.,392
EUME Urban Active 31L Water Resistant Bag/Backpack for Laptop/MacBook up to 15.6 inches for Office/Travel/College for Men and Women with 3 compartments (Grey),3.7 out of 5 stars,"1,187",38,"‎EUME,B-1NandkishoreIndustrialEstateoff,MahakaliCavesRoad,AndheriEast,Mumbai-400093,B-2NandkishoreInd.Estateoff,MahakaliCavesRoad,AndheriEastMumbai-400093,CustomerCareNo-9321366003",‎B08KSGNQ84
"FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Dark Grey ,Oxford Fabric)",4.4 out of 5 stars,"1,499","1,046"
